"","term","gene","human"
"3582","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ppp2r5e","PPP2R5E"
"3583","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Pqbp1","PQBP1"
"3584","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Prc1","PRC1"
"3585","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Prdx4","PRDX4"
"3586","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Prelp","PRELP"
"3587","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Prim1","PRIM1"
"3588","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"PRIM2A"
"3589","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Prpf4","PRPF4"
"3590","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Prps2","PRPS2"
"3591","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"PRSS7"
"3592","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"PSF1/GINS1"
"3593","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Psma1","PSMA1"
"3594","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Psma6","PSMA6"
"3595","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Psmb7","PSMB7"
"3596","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Psmc3ip","PSMC3IP"
"3597","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Pten","PTEN"
"3598","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"PWP2H"
"3599","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rab1a","RAB1A"
"3600","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Racgap1","RACGAP1"
"3601","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rad1","RAD1"
"3602","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rad21","RAD21"
"3603","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rad51","RAD51"
"3604","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rad51ap1","RAD51AP1"
"3605","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rad54l","RAD54L"
"3606","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rasa3","RASA3"
"3607","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rb1cc1","RB1CC1"
"3608","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rbbp4","RBBP4"
"3609","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RBMXL1"
"3610","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"REG1A"
"3611","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Reg4","REG4"
"3612","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rfc1","RFC1"
"3613","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rfc2","RFC2"
"3614","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rfc3","RFC3"
"3615","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rfc4","RFC4"
"3616","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RFP/TRIM27"
"3617","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RGC32"
"3618","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rgs12","RGS12"
"3619","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rhobtb3","RHOBTB3"
"3620","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rnf138","RNF138"
"3621","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rock1","ROCK1"
"3622","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ror2","ROR2"
"3623","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RP11-19J3.3"
"3624","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rpa1","RPA1"
"3625","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rpgr","RPGR"
"3626","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RPL12"
"3627","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RPL3"
"3628","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RPL32"
"3629","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RPS24"
"3630","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RPS6KA6"
"3631","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rrm1","RRM1"
"3632","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RRM2"
"3633","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rrs1","RRS1"
"3634","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"RUVBL1"
"3635","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Rwdd3","RWDD3"
"3636","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SAS10"
"3637","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Scarb1","SCARB1"
"3638","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Scoc","SCOC"
"3639","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sdc2","SDC2"
"3640","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sdc4","SDC4"
"3641","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SECTM1"
"3642","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sema5a","SEMA5A"
"3643","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Serpine2","SERPINE2"
"3644","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Set","SET"
"3645","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sf3a3","SF3A3"
"3646","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sf3b1","SF3B1"
"3647","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sfpq","SFPQ"
"3648","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sfrp1","SFRP1"
"3649","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sfrp5","SFRP5"
"3650","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SFRS1"
"3651","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SFRS2"
"3652","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SFRS3"
"3653","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SFRS6"
"3654","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SFRS7"
"3655","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sgpp1","SGPP1"
"3656","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sh3bgrl","SH3BGRL"
"3657","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Shcbp1","SHCBP1"
"3658","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Shmt1","SHMT1"
"3659","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Skp2","SKP2"
"3660","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slbp","SLBP"
"3661","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc12a2","SLC12A2"
"3662","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc13a1","SLC13A1"
"3663","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc18a2","SLC18A2"
"3664","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc19a1","SLC19A1"
"3665","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc25a5","SLC25A5"
"3666","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc37a2","SLC37A2"
"3667","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc40a1","SLC40A1"
"3668","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Slc4a7","SLC4A7"
"3669","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Smarca5","SMARCA5"
"3670","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SMC1L1"
"3671","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SMC6L1"
"3672","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Smoc2","SMOC2"
"3673","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Smyd2","SMYD2"
"3674","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Smyd4","SMYD4"
"3675","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Smyd5","SMYD5"
"3676","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SNRPB2"
"3677","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Snrpd1","SNRPD1"
"3678","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Snx5","SNX5"
"3679","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sos2","SOS2"
"3680","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sox4","SOX4"
"3681","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sox9","SOX9"
"3682","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sp1","SP1"
"3683","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sp3","SP3"
"3684","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Spag5","SPAG5"
"3685","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sppl2a","SPPL2A"
"3686","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SQRDL"
"3687","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"SR140"
"3688","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Srrm1","SRRM1"
"3689","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ssb","SSB"
"3690","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ssrp1","SSRP1"
"3691","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Stmn1","STMN1"
"3692","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Strap","STRAP"
"3693","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Styx","STYX"
"3694","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Sycp3","SYCP3"
"3695","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Syt11","SYT11"
"3696","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Taf9b","TAF9"
"3697","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tcf12","TCF12"
"3698","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"TCF19,"
"3699","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tcp1","TCP1"
"3700","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Terf1","TERF1"
"3701","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tfam","TFAM"
"3702","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tfb2m","TFB2M"
"3703","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tgfbr1","TGFBR1"
"3704","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Thoc1","THOC1"
"3705","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tiam1","TIAM1"
"3706","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Timeless","TIMELESS"
"3707","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tm9sf2","TM9SF2"
"3708","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tmeff1","TMEFF1"
"3709","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tmem107","TMEM107"
"3710","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tmpo","TMPO"
"3711","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Top2a","TOP2A"
"3712","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tox","TOX"
"3713","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tpmt","TPMT"
"3714","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Traip","TRAIP"
"3715","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Trim28","TRIM28"
"3716","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Trim37","TRIM37"
"3717","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Trip13","TRIP13"
"3718","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Trip6","TRIP6"
"3719","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Trnt1","TRNT1"
"3720","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ttk","TTK"
"3721","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"TUBB"
"3722","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tube1","TUBE1"
"3723","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tubgcp2","TUBGCP2"
"3724","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Twistnb","TWISTNB"
"3725","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"TXNL2"
"3726","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Tyms","TYMS"
"3727","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ubap1","UBAP1"
"3728","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ube2e3","UBE2E3"
"3729","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ubqln2","UBQLN2"
"3730","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Uchl3","UCHL3"
"3731","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Uchl5","UCHL5"
"3732","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ung","UNG"
"3733","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Usp1","USP1"
"3734","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Usp14","USP14"
"3735","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Vbp1","VBP1"
"3736","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Vrk2","VRK2"
"3737","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Wdr12","WDR12"
"3738","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Wee1","WEE1"
"3739","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"WTAP"
"3740","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Xpo1","XPO1"
"3741","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Xrn2","XRN2"
"3742","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Ywhaz","YWHAZ"
"3743","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","Zdhhc2","ZDHHC2"
"3744","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ZNF148"
"3745","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ZNF207"
"3746","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ZNF24/Znf191"
"3747","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ZNF277"
"3748","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ZNF548"
"3749","Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NA,"ZNF593"
"3750","ISC-marker genes (Munoz et al., 2012)",NA,"Tle3"
"3751","ISC-marker genes (Munoz et al., 2012)",NA,"Flot2"
"3752","ISC-marker genes (Munoz et al., 2012)",NA,"Crocc"
"3753","ISC-marker genes (Munoz et al., 2012)",NA,"Scml4"
"3754","ISC-marker genes (Munoz et al., 2012)",NA,"Fam13a"
"3755","ISC-marker genes (Munoz et al., 2012)",NA,"Psip1"
"3756","ISC-marker genes (Munoz et al., 2012)",NA,"Cbx2"
"3757","ISC-marker genes (Munoz et al., 2012)",NA,"Slc1a3"
"3758","ISC-marker genes (Munoz et al., 2012)",NA,"Nme4"
"3759","ISC-marker genes (Munoz et al., 2012)",NA,"Ngef"
"3760","ISC-marker genes (Munoz et al., 2012)",NA,"L3mbtl3"
"3761","ISC-marker genes (Munoz et al., 2012)",NA,"Hes1"
"3762","ISC-marker genes (Munoz et al., 2012)",NA,"Zmym4"
"3763","ISC-marker genes (Munoz et al., 2012)",NA,"Enpp1"
"3764","ISC-marker genes (Munoz et al., 2012)",NA,"Grlf1"
"3765","ISC-marker genes (Munoz et al., 2012)",NA,"Dpysl5"
"3766","ISC-marker genes (Munoz et al., 2012)",NA,"Phgdh"
"3767","ISC-marker genes (Munoz et al., 2012)",NA,"Stmn1"
"3768","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp280c"
"3769","ISC-marker genes (Munoz et al., 2012)",NA,"Rbm38"
"3770","ISC-marker genes (Munoz et al., 2012)",NA,"Marcksl1"
"3771","ISC-marker genes (Munoz et al., 2012)",NA,"Acss1"
"3772","ISC-marker genes (Munoz et al., 2012)",NA,"Hk2"
"3773","ISC-marker genes (Munoz et al., 2012)",NA,"Slc25a4"
"3774","ISC-marker genes (Munoz et al., 2012)",NA,"Hmgn1"
"3775","ISC-marker genes (Munoz et al., 2012)",NA,"Prom1"
"3776","ISC-marker genes (Munoz et al., 2012)",NA,"Rrp1b"
"3777","ISC-marker genes (Munoz et al., 2012)",NA,"Chek1"
"3778","ISC-marker genes (Munoz et al., 2012)",NA,"Mga"
"3779","ISC-marker genes (Munoz et al., 2012)",NA,"Fam60a"
"3780","ISC-marker genes (Munoz et al., 2012)",NA,"Bcl11a"
"3781","ISC-marker genes (Munoz et al., 2012)",NA,"Itga1"
"3782","ISC-marker genes (Munoz et al., 2012)",NA,"Zmym3"
"3783","ISC-marker genes (Munoz et al., 2012)",NA,"Thumpd2"
"3784","ISC-marker genes (Munoz et al., 2012)",NA,"Pbld"
"3785","ISC-marker genes (Munoz et al., 2012)",NA,"Fhit"
"3786","ISC-marker genes (Munoz et al., 2012)",NA,"Cdca5"
"3787","ISC-marker genes (Munoz et al., 2012)",NA,"Gtf2i"
"3788","ISC-marker genes (Munoz et al., 2012)",NA,"Polr1e"
"3789","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp422"
"3790","ISC-marker genes (Munoz et al., 2012)",NA,"Sntb2"
"3791","ISC-marker genes (Munoz et al., 2012)",NA,"Esco2"
"3792","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp629"
"3793","ISC-marker genes (Munoz et al., 2012)",NA,"Insr"
"3794","ISC-marker genes (Munoz et al., 2012)",NA,"Bag2"
"3795","ISC-marker genes (Munoz et al., 2012)",NA,"Plscr3"
"3796","ISC-marker genes (Munoz et al., 2012)",NA,"Uhrf2"
"3797","ISC-marker genes (Munoz et al., 2012)",NA,"Slc27a1"
"3798","ISC-marker genes (Munoz et al., 2012)",NA,"Dkc1"
"3799","ISC-marker genes (Munoz et al., 2012)",NA,"Dock11"
"3800","ISC-marker genes (Munoz et al., 2012)",NA,"Trit1"
"3801","ISC-marker genes (Munoz et al., 2012)",NA,"Xpc"
"3802","ISC-marker genes (Munoz et al., 2012)",NA,"Tia1"
"3803","ISC-marker genes (Munoz et al., 2012)",NA,"Mtus1"
"3804","ISC-marker genes (Munoz et al., 2012)",NA,"Narg2"
"3805","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp191"
"3806","ISC-marker genes (Munoz et al., 2012)",NA,"Trp53bp1"
"3807","ISC-marker genes (Munoz et al., 2012)",NA,"Chek2"
"3808","ISC-marker genes (Munoz et al., 2012)",NA,"Cps1"
"3809","ISC-marker genes (Munoz et al., 2012)",NA,"Gins4"
"3810","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm2"
"3811","ISC-marker genes (Munoz et al., 2012)",NA,"Whsc1"
"3812","ISC-marker genes (Munoz et al., 2012)",NA,"Msh2"
"3813","ISC-marker genes (Munoz et al., 2012)",NA,"Trim28"
"3814","ISC-marker genes (Munoz et al., 2012)",NA,"Nrm"
"3815","ISC-marker genes (Munoz et al., 2012)",NA,"Nfib"
"3816","ISC-marker genes (Munoz et al., 2012)",NA,"Atrx"
"3817","ISC-marker genes (Munoz et al., 2012)",NA,"Ephb2"
"3818","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp512"
"3819","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp346"
"3820","ISC-marker genes (Munoz et al., 2012)",NA,"Rpa2"
"3821","ISC-marker genes (Munoz et al., 2012)",NA,"Surf2"
"3822","ISC-marker genes (Munoz et al., 2012)",NA,"Hells"
"3823","ISC-marker genes (Munoz et al., 2012)",NA,"Ccnb1"
"3824","ISC-marker genes (Munoz et al., 2012)",NA,"Ttk"
"3825","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp451"
"3826","ISC-marker genes (Munoz et al., 2012)",NA,"Dnajc9"
"3827","ISC-marker genes (Munoz et al., 2012)",NA,"Pola2"
"3828","ISC-marker genes (Munoz et al., 2012)",NA,"Pdxk"
"3829","ISC-marker genes (Munoz et al., 2012)",NA,"Sipa1l1"
"3830","ISC-marker genes (Munoz et al., 2012)",NA,"Acss2"
"3831","ISC-marker genes (Munoz et al., 2012)",NA,"Pdp1"
"3832","ISC-marker genes (Munoz et al., 2012)",NA,"Apex1"
"3833","ISC-marker genes (Munoz et al., 2012)",NA,"Spata13"
"3834","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp280d"
"3835","ISC-marker genes (Munoz et al., 2012)",NA,"Hmgb3"
"3836","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm5"
"3837","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp828"
"3838","ISC-marker genes (Munoz et al., 2012)",NA,"Unc84b"
"3839","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm6"
"3840","ISC-marker genes (Munoz et al., 2012)",NA,"Clic4"
"3841","ISC-marker genes (Munoz et al., 2012)",NA,"Vgll4"
"3842","ISC-marker genes (Munoz et al., 2012)",NA,"Cdk4"
"3843","ISC-marker genes (Munoz et al., 2012)",NA,"Macrod1"
"3844","ISC-marker genes (Munoz et al., 2012)",NA,"Tmx4"
"3845","ISC-marker genes (Munoz et al., 2012)",NA,"Neil1"
"3846","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm3"
"3847","ISC-marker genes (Munoz et al., 2012)",NA,"Zmym2"
"3848","ISC-marker genes (Munoz et al., 2012)",NA,"Nmral1"
"3849","ISC-marker genes (Munoz et al., 2012)",NA,"Pgcp"
"3850","ISC-marker genes (Munoz et al., 2012)",NA,"Nusap1"
"3851","ISC-marker genes (Munoz et al., 2012)",NA,"Mycbp2"
"3852","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm7"
"3853","ISC-marker genes (Munoz et al., 2012)",NA,"Smad5"
"3854","ISC-marker genes (Munoz et al., 2012)",NA,"Mecp2"
"3855","ISC-marker genes (Munoz et al., 2012)",NA,"Bcl11b"
"3856","ISC-marker genes (Munoz et al., 2012)",NA,"Incenp"
"3857","ISC-marker genes (Munoz et al., 2012)",NA,"Hmga1"
"3858","ISC-marker genes (Munoz et al., 2012)",NA,"Nup210"
"3859","ISC-marker genes (Munoz et al., 2012)",NA,"Mcm4"
"3860","ISC-marker genes (Munoz et al., 2012)",NA,"Foxp4"
"3861","ISC-marker genes (Munoz et al., 2012)",NA,"Rad50"
"3862","ISC-marker genes (Munoz et al., 2012)",NA,"Lzts2"
"3863","ISC-marker genes (Munoz et al., 2012)",NA,"Pou2f1"
"3864","ISC-marker genes (Munoz et al., 2012)",NA,"Flna"
"3865","ISC-marker genes (Munoz et al., 2012)",NA,"Rtn4"
"3866","ISC-marker genes (Munoz et al., 2012)",NA,"Fhl2"
"3867","ISC-marker genes (Munoz et al., 2012)",NA,"Hrsp12"
"3868","ISC-marker genes (Munoz et al., 2012)",NA,"Sdsl"
"3869","ISC-marker genes (Munoz et al., 2012)",NA,"Nubpl"
"3870","ISC-marker genes (Munoz et al., 2012)",NA,"Mbp"
"3871","ISC-marker genes (Munoz et al., 2012)",NA,"Ivd"
"3872","ISC-marker genes (Munoz et al., 2012)",NA,"Adnp"
"3873","ISC-marker genes (Munoz et al., 2012)",NA,"Eri1"
"3874","ISC-marker genes (Munoz et al., 2012)",NA,"Pkig"
"3875","ISC-marker genes (Munoz et al., 2012)",NA,"Bphl"
"3876","ISC-marker genes (Munoz et al., 2012)",NA,"Spin1"
"3877","ISC-marker genes (Munoz et al., 2012)",NA,"Lhpp"
"3878","ISC-marker genes (Munoz et al., 2012)",NA,"Urod"
"3879","ISC-marker genes (Munoz et al., 2012)",NA,"Isg20l2"
"3880","ISC-marker genes (Munoz et al., 2012)",NA,"Dtd1"
"3881","ISC-marker genes (Munoz et al., 2012)",NA,"Lyplal1"
"3882","ISC-marker genes (Munoz et al., 2012)",NA,"Atxn10"
"3883","ISC-marker genes (Munoz et al., 2012)",NA,"Mett5d1"
"3884","ISC-marker genes (Munoz et al., 2012)",NA,"Phf6"
"3885","ISC-marker genes (Munoz et al., 2012)",NA,"Rnf2"
"3886","ISC-marker genes (Munoz et al., 2012)",NA,"Arsb"
"3887","ISC-marker genes (Munoz et al., 2012)",NA,"Ppp1r1b"
"3888","ISC-marker genes (Munoz et al., 2012)",NA,"Zfp740"
"3889","ISC-marker genes (Munoz et al., 2012)",NA,"Fto"
"3890","ISC-marker genes (Munoz et al., 2012)",NA,"Wdr55"
"3891","ISC-marker genes (Munoz et al., 2012)",NA,"Polr1a"
"3892","ISC-marker genes (Munoz et al., 2012)",NA,"Chchd6"
"3893","ISC-marker genes (Munoz et al., 2012)",NA,"Nhp2"
"3894","ISC-marker genes (Munoz et al., 2012)",NA,"Brd8"
"3895","ISC-marker genes (Munoz et al., 2012)",NA,"Bckdha"
"3896","ISC-marker genes (Munoz et al., 2012)",NA,"Cyp2e1"
"3897","ISC-marker genes (Munoz et al., 2012)",NA,"Lgr5"
"3898","ISC-marker genes (Munoz et al., 2012)",NA,"Tnfrsf19"
"3899","ISC-marker genes (Munoz et al., 2012)",NA,"Fstl1"
"3900","ISC-marker genes (Munoz et al., 2012)",NA,"Gkn3"
"3901","ISC-marker genes (Munoz et al., 2012)",NA,"Scn2b"
"3902","ISC-marker genes (Munoz et al., 2012)",NA,"Ces1d"
"3903","ISC-marker genes (Munoz et al., 2012)",NA,"Prelp"
"3904","ISC-marker genes (Munoz et al., 2012)",NA,"Sp5"
"3905","ISC-marker genes (Munoz et al., 2012)",NA,"E230029C05Rik"
"3906","ISC-marker genes (Munoz et al., 2012)",NA,"Il17rd"
"3907","ISC-marker genes (Munoz et al., 2012)",NA,"Fmnl2"
