"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC20A2",0,0.376807962090844,0.663,0.488,0,"Enterocytes","SLC20A2"
"MYO7B",0,0.375186724543889,0.715,0.523,0,"Enterocytes","MYO7B"
"ABHD17C",0,0.374392318077234,0.662,0.471,0,"Enterocytes","ABHD17C"
"BTBD9",0,0.374387119469795,0.825,0.667,0,"Enterocytes","BTBD9"
"SEMA4B",0,0.372874727677583,0.541,0.319,0,"Enterocytes","SEMA4B"
"TCP11L1",0,0.371905736649786,0.388,0.159,0,"Enterocytes","TCP11L1"
"WIPF2",0,0.371377255606912,0.532,0.309,0,"Enterocytes","WIPF2"
"SPATS2L",0,0.370696892285444,0.741,0.566,0,"Enterocytes","SPATS2L"
"SLC5A1",0,0.369987541295642,0.369,0.196,0,"Enterocytes","SLC5A1"
"CASP10",0,0.367206021870162,0.374,0.163,0,"Enterocytes","CASP10"
"MYO1E",0,0.367021099046569,0.896,0.788,0,"Enterocytes","MYO1E"
"INAVA",0,0.365368529561323,0.418,0.193,0,"Enterocytes","INAVA"
"ADTRP",0,0.360566639000017,0.546,0.313,0,"Enterocytes","ADTRP"
"GNG12",0,0.360357255415456,0.676,0.497,0,"Enterocytes","GNG12"
"ABCA10",0,0.358125487449316,0.401,0.189,0,"Enterocytes","ABCA10"
"AC009133.1",0,0.357704674656644,0.475,0.277,0,"Enterocytes","AC009133.1"
"LMTK2",0,0.357612311813796,0.656,0.465,0,"Enterocytes","LMTK2"
"PTPRH",0,0.357526066588798,0.369,0.143,0,"Enterocytes","PTPRH"
"SYNPO",0,0.356977992332093,0.327,0.102,0,"Enterocytes","SYNPO"
"AQP8",0,0.355907268695657,0.261,0.084,0,"Enterocytes","AQP8"
"LYPD8",0,0.355615060278844,0.382,0.153,0,"Enterocytes","LYPD8"
"PRDX6",0,0.352518305241419,0.478,0.277,0,"Enterocytes","PRDX6"
"SRI",0,0.351341443992596,0.589,0.405,0,"Enterocytes","SRI"
"ABCA5",0,0.350769698741295,0.669,0.493,0,"Enterocytes","ABCA5"
"CDH1",0,0.349636022494586,0.738,0.568,0,"Enterocytes","CDH1"
"EPAS1",0,0.346798483235058,0.467,0.257,0,"Enterocytes","EPAS1"
"FOSL2",0,0.345388906534362,0.448,0.24,0,"Enterocytes","FOSL2"
"ZBTB16",0,0.344101055052804,0.546,0.399,0,"Enterocytes","ZBTB16"
"EGLN3",0,0.342954122937047,0.365,0.19,0,"Enterocytes","EGLN3"
"NR1I2",0,0.342864275910556,0.375,0.158,0,"Enterocytes","NR1I2"
"MCF2L2",0,0.341744053382458,0.29,0.093,0,"Enterocytes","MCF2L2"
"UPP1",0,0.341247843232622,0.296,0.092,0,"Enterocytes","UPP1"
"AKAP13",0,0.340014019139229,0.901,0.805,0,"Enterocytes","AKAP13"
"SNRK",0,0.339033975596528,0.47,0.287,0,"Enterocytes","SNRK"
"RUNDC3B",0,0.338723098907485,0.286,0.099,0,"Enterocytes","RUNDC3B"
"ACOX1",0,0.337956402323721,0.492,0.302,0,"Enterocytes","ACOX1"
"CDKN2B-AS1",0,0.337011561897176,0.301,0.096,0,"Enterocytes","CDKN2B-AS1"
"ECE1",0,0.336465576332835,0.476,0.282,0,"Enterocytes","ECE1"
"BARX2",0,0.335947433154161,0.319,0.148,0,"Enterocytes","BARX2"
"UGCG",0,0.335940563370792,0.423,0.224,0,"Enterocytes","UGCG"
"CAB39",0,0.335033074782057,0.708,0.549,0,"Enterocytes","CAB39"
"VDR",0,0.334524795370421,0.579,0.38,0,"Enterocytes","VDR"
"EPS8",0,0.333577699135227,0.865,0.741,0,"Enterocytes","EPS8"
"CXADR",0,0.333276840585215,0.594,0.429,0,"Enterocytes","CXADR"
"AC007364.1",0,0.332356382755868,0.408,0.221,0,"Enterocytes","AC007364.1"
"PLOD2",0,0.331995082911342,0.527,0.372,0,"Enterocytes","PLOD2"
"LARGE1",0,0.331195283159041,0.738,0.621,0,"Enterocytes","LARGE1"
"HK2",0,0.329411866310694,0.547,0.371,0,"Enterocytes","HK2"
"RCAN1",0,0.329323205095261,0.353,0.153,0,"Enterocytes","RCAN1"
"MAL2",0,0.328941585613987,0.477,0.299,0,"Enterocytes","MAL2"
"JUP",0,0.328382547405973,0.47,0.271,0,"Enterocytes","JUP"
"CDKN2B",0,0.327657656544762,0.316,0.101,0,"Enterocytes","CDKN2B"
"ATP2B1",0,0.326040754252034,0.576,0.434,0,"Enterocytes","ATP2B1"
"IFNGR1",0,0.325698845323098,0.413,0.212,0,"Enterocytes","IFNGR1"
"RETREG1",0,0.325308930004645,0.473,0.306,0,"Enterocytes","RETREG1"
"NPAS2",0,0.324651846272802,0.65,0.486,0,"Enterocytes","NPAS2"
"EXOC6B",0,0.324445957610598,0.793,0.669,0,"Enterocytes","EXOC6B"
"CEACAM6",0,0.324405938960296,0.379,0.191,0,"Enterocytes","CEACAM6"
"ATP8A1",0,0.323071861058751,0.764,0.628,0,"Enterocytes","ATP8A1"
"TBC1D1",0,0.322885885194229,0.484,0.29,0,"Enterocytes","TBC1D1"
"FKBP5",0,0.322383727679534,0.744,0.683,0,"Enterocytes","FKBP5"
"PLEKHG6",0,0.32113257004963,0.434,0.231,0,"Enterocytes","PLEKHG6"
"ACER3",0,0.320960065716637,0.642,0.473,0,"Enterocytes","ACER3"
"CNKSR3",0,0.320718032003615,0.468,0.331,0,"Enterocytes","CNKSR3"
"HIVEP3",0,0.320202037185377,0.464,0.282,0,"Enterocytes","HIVEP3"
"RGL1",0,0.319900319308851,0.274,0.091,0,"Enterocytes","RGL1"
"GIPC1",0,0.319758786861292,0.533,0.334,0,"Enterocytes","GIPC1"
"OPTN",0,0.319494404505238,0.432,0.235,0,"Enterocytes","OPTN"
"TPM4",0,0.318949256872907,0.504,0.332,0,"Enterocytes","TPM4"
"GPA33",0,0.318740198714635,0.616,0.43,0,"Enterocytes","GPA33"
"CPM",0,0.316262460200224,0.529,0.364,0,"Enterocytes","CPM"
"ARHGAP17",0,0.315698140719236,0.617,0.441,0,"Enterocytes","ARHGAP17"
"CCNYL1",0,0.315126615589306,0.435,0.248,0,"Enterocytes","CCNYL1"
"NABP1",0,0.314029953674544,0.275,0.092,0,"Enterocytes","NABP1"
"ZMYND8",0,0.313566832227949,0.668,0.52,0,"Enterocytes","ZMYND8"
"C12orf75",0,0.313215036685413,0.31,0.127,0,"Enterocytes","C12orf75"
"ITPRID2",0,0.313055938941197,0.471,0.358,0,"Enterocytes","ITPRID2"
"CTTNBP2NL",0,0.312650225568056,0.673,0.505,0,"Enterocytes","CTTNBP2NL"
"AHCYL2",0,0.311826260720635,0.752,0.609,0,"Enterocytes","AHCYL2"
"OGDH",0,0.310261837390701,0.654,0.497,0,"Enterocytes","OGDH"
"STX3",0,0.309763974014753,0.415,0.214,0,"Enterocytes","STX3"
"FLVCR2",0,0.309288456195821,0.373,0.188,0,"Enterocytes","FLVCR2"
"DSC2",0,0.307687690044953,0.58,0.413,0,"Enterocytes","DSC2"
"RAPGEF2",0,0.307566748745843,0.715,0.575,0,"Enterocytes","RAPGEF2"
"LCOR",0,0.306240189464668,0.771,0.641,0,"Enterocytes","LCOR"
"PLIN3",0,0.305997331354774,0.285,0.111,0,"Enterocytes","PLIN3"
"MARVELD3",0,0.30506364288982,0.456,0.266,0,"Enterocytes","MARVELD3"
"FAM102A",0,0.304907580746224,0.385,0.196,0,"Enterocytes","FAM102A"
"EHD4",0,0.30451409398806,0.368,0.185,0,"Enterocytes","EHD4"
"TMEM171",0,0.304111704551692,0.394,0.208,0,"Enterocytes","TMEM171"
"UACA",0,0.303674159750099,0.604,0.459,0,"Enterocytes","UACA"
"ITSN1",0,0.303497162635431,0.57,0.404,0,"Enterocytes","ITSN1"
"ITCH",0,0.301942900943588,0.701,0.553,0,"Enterocytes","ITCH"
"SHROOM3",0,0.301235748091601,0.868,0.772,0,"Enterocytes","SHROOM3"
"RNF152",0,0.3008507388993,0.505,0.341,0,"Enterocytes","RNF152"
"SPECC1L",0,0.300640049876259,0.471,0.371,0,"Enterocytes","SPECC1L"
"SLC6A8",0,0.300379593998273,0.277,0.087,0,"Enterocytes","SLC6A8"
"PARP4",0,0.300079076612013,0.74,0.599,0,"Enterocytes","PARP4"
"IL32",0,0.299642975823919,0.318,0.142,0,"Enterocytes","IL32"
"OTUD7B",0,0.299642632148522,0.481,0.305,0,"Enterocytes","OTUD7B"
"PLEC",0,0.299220779134543,0.387,0.208,0,"Enterocytes","PLEC"
"NAAA",0,0.297960779292415,0.412,0.235,0,"Enterocytes","NAAA"
"KIF13B",0,0.296658084469284,0.814,0.697,0,"Enterocytes","KIF13B"
"PAPSS2",0,0.296559216696605,0.718,0.584,0,"Enterocytes","PAPSS2"
"CEACAM5",0,0.295745270844825,0.584,0.486,0,"Enterocytes","CEACAM5"
"RHOU",0,0.295303283661549,0.269,0.087,0,"Enterocytes","RHOU"
"SLC26A2",0,0.294257134808118,0.76,0.65,0,"Enterocytes","SLC26A2"
"SCNN1A",0,0.293790792281007,0.566,0.364,0,"Enterocytes","SCNN1A"
"TNIP1",0,0.293572393570061,0.425,0.245,0,"Enterocytes","TNIP1"
"ADAMTSL4-AS1",0,0.293567059891319,0.279,0.134,0,"Enterocytes","ADAMTSL4-AS1"
"AC245297.3",0,0.293353815972912,0.274,0.119,0,"Enterocytes","AC245297.3"
"CAPN2",0,0.293142787770529,0.552,0.375,0,"Enterocytes","CAPN2"
"CCL28",0,0.292544665081246,0.549,0.377,0,"Enterocytes","CCL28"
"WDFY1",0,0.292255239197808,0.564,0.394,0,"Enterocytes","WDFY1"
"MIR22HG",0,0.292127624482326,0.296,0.102,0,"Enterocytes","MIR22HG"
"TFCP2L1",0,0.292100269540394,0.622,0.482,0,"Enterocytes","TFCP2L1"
"CHMP4B",0,0.291217969088341,0.451,0.274,0,"Enterocytes","CHMP4B"
"GUCA2A",0,0.290235503554493,0.485,0.315,0,"Enterocytes","GUCA2A"
"PACSIN2",0,0.288868892748746,0.738,0.616,0,"Enterocytes","PACSIN2"
"PTK2B",0,0.287804743758869,0.504,0.335,0,"Enterocytes","PTK2B"
"FEM1C",0,0.287443711456038,0.373,0.208,0,"Enterocytes","FEM1C"
"LAMB3",0,0.287161082834016,0.299,0.127,0,"Enterocytes","LAMB3"
"RAPH1",0,0.28668638204985,0.534,0.379,0,"Enterocytes","RAPH1"
"B4GALNT3",0,0.285343939669326,0.7,0.546,0,"Enterocytes","B4GALNT3"
"ABCG1",0,0.283458747463792,0.296,0.125,0,"Enterocytes","ABCG1"
"SNX9",0,0.283170872018695,0.629,0.494,0,"Enterocytes","SNX9"
"TTC39B",0,0.28268449878946,0.632,0.481,0,"Enterocytes","TTC39B"
"BCL2L1",0,0.282504508279488,0.376,0.216,0,"Enterocytes","BCL2L1"
"TMC5",0,0.282483897463657,0.756,0.635,0,"Enterocytes","TMC5"
"AC093535.1",0,0.282330136928601,0.326,0.196,0,"Enterocytes","AC093535.1"
"CDK19",0,0.281983873315422,0.534,0.381,0,"Enterocytes","CDK19"
"SLC25A24",0,0.281806137331053,0.539,0.373,0,"Enterocytes","SLC25A24"
"TXNIP",0,0.281710693100151,0.631,0.49,0,"Enterocytes","TXNIP"
"AC008014.1",0,0.280497238704714,0.526,0.387,0,"Enterocytes","AC008014.1"
"GPAT3",0,0.2804596964854,0.319,0.158,0,"Enterocytes","GPAT3"
"DGKA",0,0.279627705556054,0.321,0.145,0,"Enterocytes","DGKA"
"JOSD1",0,0.279509080377737,0.348,0.168,0,"Enterocytes","JOSD1"
"SLC9A1",0,0.279201105093613,0.375,0.196,0,"Enterocytes","SLC9A1"
"CNNM2",0,0.27814621886582,0.558,0.433,0,"Enterocytes","CNNM2"
"MISP",0,0.277987713523021,0.352,0.173,0,"Enterocytes","MISP"
"C5orf30",0,0.277405841344518,0.328,0.161,0,"Enterocytes","C5orf30"
"TMEM117",0,0.277195829910543,0.783,0.681,0,"Enterocytes","TMEM117"
"MICAL3",0,0.276686553305075,0.717,0.593,0,"Enterocytes","MICAL3"
"DDX60",0,0.276620319602988,0.378,0.211,0,"Enterocytes","DDX60"
"CA13",0,0.276619432862951,0.34,0.184,0,"Enterocytes","CA13"
"SIPA1L3",0,0.276519529613043,0.83,0.73,0,"Enterocytes","SIPA1L3"
"PDLIM5",0,0.276341555197041,0.801,0.692,0,"Enterocytes","PDLIM5"
"PDE3A",0,0.275842812337465,0.904,0.837,0,"Enterocytes","PDE3A"
"ARHGAP35",0,0.274542331912064,0.554,0.403,0,"Enterocytes","ARHGAP35"
"C2orf88",0,0.274071908742673,0.364,0.186,0,"Enterocytes","C2orf88"
"CHKA",0,0.273832282280083,0.593,0.453,0,"Enterocytes","CHKA"
"FSIP2",0,0.272516316057454,0.491,0.345,0,"Enterocytes","FSIP2"
"SOS2",0,0.271017684240073,0.695,0.555,0,"Enterocytes","SOS2"
"ATP1A1",0,0.27091308400758,0.77,0.676,0,"Enterocytes","ATP1A1"
"OSBPL11",0,0.270744520906253,0.407,0.239,0,"Enterocytes","OSBPL11"
"SIRT6",0,0.270115598111973,0.272,0.096,0,"Enterocytes","SIRT6"
"CFLAR",0,0.268900884787643,0.624,0.481,0,"Enterocytes","CFLAR"
"PARM1",0,0.268841222967768,0.67,0.527,0,"Enterocytes","PARM1"
"MBNL1",0,0.268783034506422,0.905,0.838,0,"Enterocytes","MBNL1"
"VAV2",0,0.268194060970287,0.374,0.208,0,"Enterocytes","VAV2"
"TSPAN3",0,0.267255413004923,0.626,0.479,0,"Enterocytes","TSPAN3"
"MPP5",0,0.267164284090603,0.542,0.392,0,"Enterocytes","MPP5"
"BAIAP2L1",0,0.265208382385739,0.701,0.579,0,"Enterocytes","BAIAP2L1"
"MOGAT3",0,0.264528635954369,0.337,0.162,0,"Enterocytes","MOGAT3"
"MCL1",0,0.26447207498511,0.341,0.174,0,"Enterocytes","MCL1"
"CTNNB1",0,0.263854359802488,0.625,0.498,0,"Enterocytes","CTNNB1"
"AL022323.4",0,0.26179860519264,0.255,0.102,0,"Enterocytes","AL022323.4"
"DSG2",0,0.261327523715965,0.627,0.493,0,"Enterocytes","DSG2"
"ANKRD12",0,0.261276340960185,0.812,0.706,0,"Enterocytes","ANKRD12"
"NPEPPS",0,0.260699653688152,0.706,0.579,0,"Enterocytes","NPEPPS"
"ZER1",0,0.260206820794857,0.386,0.224,0,"Enterocytes","ZER1"
"CTNND1",0,0.259278705090374,0.833,0.74,0,"Enterocytes","CTNND1"
"CORO2A",0,0.258711767947125,0.421,0.261,0,"Enterocytes","CORO2A"
"STK17A",0,0.257091911598141,0.346,0.195,0,"Enterocytes","STK17A"
"PLXNA2",0,0.256702085721431,0.682,0.562,0,"Enterocytes","PLXNA2"
"SP100",0,0.256312633466941,0.485,0.337,0,"Enterocytes","SP100"
"SLC37A1",0,0.256247086631149,0.629,0.498,0,"Enterocytes","SLC37A1"
"TESK2",0,0.255813650598054,0.384,0.241,0,"Enterocytes","TESK2"
"SEMA6D",0,0.254970853748086,0.338,0.177,0,"Enterocytes","SEMA6D"
"LGALS3",0,0.25461617248623,0.8,0.706,0,"Enterocytes","LGALS3"
"SERTAD2",0,0.253676039864992,0.274,0.129,0,"Enterocytes","SERTAD2"
"NR3C2",0,0.253089778703096,0.936,0.88,0,"Enterocytes","NR3C2"
"PPP1CB",0,0.252040713703505,0.502,0.369,0,"Enterocytes","PPP1CB"
"ZYG11B",0,0.251301132892699,0.452,0.306,0,"Enterocytes","ZYG11B"
"PIAS1",0,0.250541425346089,0.707,0.599,0,"Enterocytes","PIAS1"
"CLDN4",0,0.250315522787536,0.437,0.287,0,"Enterocytes","CLDN4"
"KIF16B",0,0.250181425022396,0.766,0.65,0,"Enterocytes","KIF16B"
"PLCD3",0,0.25012404863144,0.273,0.11,0,"Enterocytes","PLCD3"
"NOTCH2",0,1.19046131207537,0.67,0.167,0,"Best4","NOTCH2"
"BEST4",0,1.16842141461523,0.408,0.02,0,"Best4","BEST4"
"CPA62",0,1.10796835824946,0.751,0.336,0,"Best4","CPA6"
"MEIS1",0,1.03911824756068,0.573,0.083,0,"Best4","MEIS1"
"CA7",0,1.01497199165559,0.413,0.029,0,"Best4","CA7"
"NEURL1",0,0.842475272157955,0.539,0.101,0,"Best4","NEURL1"
"NBPF19",0,0.828804412044845,0.414,0.07,0,"Best4","NBPF19"
"ADCY5",0,0.729126493805867,0.405,0.036,0,"Best4","ADCY5"
"DOCK4",0,0.686537014292412,0.523,0.218,0,"Best4","DOCK4"
"SPIB",0,0.682821710118074,0.368,0.024,0,"Best4","SPIB"
"NBPF14",0,0.673225411890441,0.4,0.07,0,"Best4","NBPF14"
"UNC5C",0,0.663389094550962,0.447,0.052,0,"Best4","UNC5C"
"NBPF26",0,0.632423071724216,0.37,0.033,0,"Best4","NBPF26"
"PROX1",0,0.62089083908081,0.372,0.051,0,"Best4","PROX1"
"CHRM32",0,0.568769198642606,0.766,0.484,0,"Best4","CHRM3"
"NEBL1",0,0.5516682589837,0.618,0.337,0,"Best4","NEBL"
"GNPTAB",0,0.520397465170198,0.63,0.404,0,"Best4","GNPTAB"
"GMNN",0,0.46654962520832,0.397,0.161,0,"Best4","GMNN"
"TIAM1",0,0.429450831405234,0.338,0.116,0,"Best4","TIAM1"
"PRKG1",0,0.408987017452733,0.945,0.845,0,"Best4","PRKG1"
"NOTCH2NLC",0,0.395390949002567,0.255,0.048,0,"Best4","NOTCH2NLC"
"CDK18",0,0.373316466756625,0.313,0.12,0,"Best4","CDK18"
"PTPN13",0,0.315666245621525,0.261,0.068,0,"Best4","PTPN13"
"XYLT1",1.54905601333117e-306,0.43179789034375,0.699,0.525,6.81894457068382e-302,"Best4","XYLT1"
"RAP1GAP2",2.24583784887442e-297,0.451528317008945,0.66,0.465,9.88617821074518e-293,"Best4","RAP1GAP2"
"GUCY2C",2.82444655377579e-294,0.397316929767755,0.7,0.527,1.2433213729721e-289,"Best4","GUCY2C"
"CPNE81",6.88976978552018e-287,0.417717874973622,0.69,0.48,3.03287665958598e-282,"Best4","CPNE8"
"WNK21",7.45213339009015e-279,0.403892320449105,0.736,0.578,3.28042911831768e-274,"Best4","WNK2"
"CAMK1D",4.29499670253243e-269,0.324529730336869,0.83,0.684,1.89065754845477e-264,"Best4","CAMK1D"
"PBX3",8.15167030476507e-242,0.381562264016035,0.386,0.19,3.58836526815758e-237,"Best4","PBX3"
"PPP3CA",5.86139918357378e-230,0.317085382529098,0.79,0.668,2.58018792060918e-225,"Best4","PPP3CA"
"DMBT1",4.09373365653923e-229,0.429715059338229,0.447,0.229,1.80206155560857e-224,"Best4","DMBT1"
"ATG16L2",7.53523620864696e-224,0.301455059419139,0.29,0.125,3.31701097904639e-219,"Best4","ATG16L2"
"ANK3",1.59071333317373e-220,0.272733493000372,0.832,0.719,7.00232009263074e-216,"Best4","ANK3"
"SULF2",7.06697374209453e-214,0.363703027897289,0.523,0.323,3.11088184127001e-209,"Best4","SULF2"
"SNTB11",1.55818745040545e-208,0.375729334315699,0.421,0.229,6.85914115668479e-204,"Best4","SNTB1"
"PBX1",6.41916841586707e-208,0.324495311294708,0.744,0.61,2.82571793666468e-203,"Best4","PBX1"
"ST6GALNAC31",2.87326005908388e-192,0.414945109862856,0.473,0.293,1.26480907800872e-187,"Best4","ST6GALNAC3"
"SHTN1",1.24702221397508e-186,0.339310246292753,0.589,0.433,5.48939178591832e-182,"Best4","SHTN1"
"SIPA1L2",4.94273001815547e-183,0.300230521908489,0.732,0.616,2.17578975399204e-178,"Best4","SIPA1L2"
"BCL21",3.02457591917908e-173,0.361503778821135,0.575,0.4,1.33141831962263e-168,"Best4","BCL2"
"FNIP2",3.8209158094232e-173,0.320869860039582,0.665,0.54,1.68196713930809e-168,"Best4","FNIP2"
"MYO1B",1.13615696565042e-166,0.319924646246225,0.568,0.397,5.00136296279314e-162,"Best4","MYO1B"
"PLEKHG1",6.36279369450853e-158,0.315774694267948,0.607,0.451,2.80090178432265e-153,"Best4","PLEKHG1"
"MALT1",8.62253724531366e-158,0.349642278323818,0.475,0.323,3.79564089538707e-153,"Best4","MALT1"
"SSBP2",6.50324906081771e-157,0.326764941433888,0.507,0.347,2.86273023657195e-152,"Best4","SSBP2"
"LURAP1L",1.86827381337465e-156,0.328913257161696,0.533,0.364,8.22414132647521e-152,"Best4","LURAP1L"
"ITPR2",7.66722564149251e-156,0.307468993494229,0.635,0.475,3.375112727385e-151,"Best4","ITPR2"
"TTC39B1",7.33489580289513e-152,0.318285626071456,0.636,0.509,3.22882113243444e-147,"Best4","TTC39B"
"FOXP22",3.38002486797402e-145,0.270902901153169,0.759,0.621,1.48788694688216e-140,"Best4","FOXP2"
"TOM1L2",2.65849267133588e-140,0.340403541990654,0.54,0.418,1.17026847392205e-135,"Best4","TOM1L2"
"CA41",3.24979103956848e-140,0.388924453057303,0.335,0.193,1.43055801561805e-135,"Best4","CA4"
"EFNA51",1.24501969689784e-131,0.266038439918248,0.745,0.609,5.48057670574428e-127,"Best4","EFNA5"
"CCNYL11",3.04463328622714e-130,0.357021006202061,0.418,0.283,1.34024757259719e-125,"Best4","CCNYL1"
"ZNF7041",1.45307701295635e-126,0.288001187773864,0.614,0.491,6.39644501103387e-122,"Best4","ZNF704"
"DEPTOR1",1.3597941610905e-125,0.278262104627538,0.335,0.197,5.98581389712037e-121,"Best4","DEPTOR"
"TNFRSF11A1",2.3011625169288e-123,0.274554963330314,0.477,0.323,1.01297173995206e-118,"Best4","TNFRSF11A"
"NAB1",8.07602643287832e-123,0.264929071257263,0.372,0.231,3.55506683575304e-118,"Best4","NAB1"
"SLCO3A11",2.07708826821255e-121,0.292599994115501,0.395,0.246,9.14334255667166e-117,"Best4","SLCO3A1"
"NCOA3",1.09112733627467e-118,0.270010281694732,0.573,0.45,4.80314253428111e-114,"Best4","NCOA3"
"PDE3B",4.77780944464878e-116,0.265053237687566,0.632,0.5,2.10319171753439e-111,"Best4","PDE3B"
"NSD2",1.16328633071031e-109,0.26272972971642,0.613,0.502,5.12078642778678e-105,"Best4","NSD2"
"GRIP11",1.06458012735354e-105,0.285640408494682,0.492,0.352,4.68628172061027e-101,"Best4","GRIP1"
"DMXL2",3.4204605352192e-104,0.25571287079285,0.526,0.398,1.50568672760349e-99,"Best4","DMXL2"
"SCFD22",7.97928847168613e-102,0.260914942580964,0.563,0.437,3.51248278523623e-97,"Best4","SCFD2"
"TTC61",1.63017191728624e-96,0.270076778208099,0.351,0.227,7.17601677989403e-92,"Best4","TTC6"
"ZNF710",1.71366243804864e-94,0.250457705192512,0.501,0.377,7.54354205229011e-90,"Best4","ZNF710"
"PLSCR4",1.44416637858773e-90,0.254304122658162,0.462,0.344,6.35722039854317e-86,"Best4","PLSCR4"
"PPP1R14C1",3.67725216335169e-87,0.265445992912787,0.43,0.309,1.61872640230741e-82,"Best4","PPP1R14C"
"SCIN1",1.39857031871308e-79,0.262885930082301,0.37,0.262,6.156506542975e-75,"Best4","SCIN"
"KCNMA1",0,1.67933565108276,0.862,0.142,0,"Goblet","KCNMA1"
"PTPRN2",0,1.51741173211442,0.825,0.107,0,"Goblet","PTPRN2"
"FCGBP",0,1.34879823394876,0.895,0.378,0,"Goblet","FCGBP"
"MUC2",0,1.33841115351406,0.766,0.167,0,"Goblet","MUC2"
"MYRIP",0,1.32669354963496,0.748,0.13,0,"Goblet","MYRIP"
"FER1L6",0,1.1899255333212,0.624,0.079,0,"Goblet","FER1L6"
"GNA14",0,1.09875506550549,0.7,0.196,0,"Goblet","GNA14"
"CAPN9",0,1.00959085741315,0.554,0.036,0,"Goblet","CAPN9"
"MLPH",0,0.98217680682689,0.676,0.164,0,"Goblet","MLPH"
"STXBP5-AS1",0,0.933112510944241,0.583,0.136,0,"Goblet","STXBP5-AS1"
"BCAS1",0,0.914510659954969,0.818,0.463,0,"Goblet","BCAS1"
"PRUNE2",0,0.902405453170215,0.723,0.294,0,"Goblet","PRUNE2"
"CRACR2A",0,0.894782720409866,0.69,0.264,0,"Goblet","CRACR2A"
"GALNT8",0,0.881144025664073,0.446,0.066,0,"Goblet","GALNT8"
"HEPACAM2",0,0.845848115621298,0.478,0.063,0,"Goblet","HEPACAM2"
"ST6GALNAC1",0,0.828747785987358,0.592,0.21,0,"Goblet","ST6GALNAC1"
"HPCAL1",0,0.801671608701773,0.61,0.259,0,"Goblet","HPCAL1"
"SYTL2",0,0.799374988894141,0.904,0.655,0,"Goblet","SYTL2"
"MCF2L",0,0.768105862532148,0.522,0.118,0,"Goblet","MCF2L"
"B3GNT6",0,0.753638323382215,0.439,0.037,0,"Goblet","B3GNT6"
"SLC39A11",0,0.748794972521254,0.689,0.368,0,"Goblet","SLC39A11"
"PLXDC2",0,0.73863791621772,0.798,0.511,0,"Goblet","PLXDC2"
"SIDT1",0,0.72058165979578,0.686,0.352,0,"Goblet","SIDT1"
"KIAA13241",0,0.719759650353052,0.573,0.223,0,"Goblet","KIAA1324"
"ARFGEF3",0,0.71439021536772,0.607,0.267,0,"Goblet","ARFGEF3"
"CLCA1",0,0.698123548048394,0.438,0.185,0,"Goblet","CLCA1"
"ANO7",0,0.697506541119829,0.392,0.023,0,"Goblet","ANO7"
"FGFR2",0,0.677370442670188,0.516,0.185,0,"Goblet","FGFR2"
"FFAR4",0,0.675254676165149,0.372,0.034,0,"Goblet","FFAR4"
"SLC4A7",0,0.668044008182948,0.513,0.239,0,"Goblet","SLC4A7"
"CREB3L1",0,0.660766053353451,0.535,0.189,0,"Goblet","CREB3L1"
"ZG16",0,0.657843568283895,0.635,0.375,0,"Goblet","ZG16"
"REP15",0,0.649442740689954,0.371,0.029,0,"Goblet","REP15"
"FRMD31",0,0.646851926253537,0.545,0.264,0,"Goblet","FRMD3"
"NEDD4L",0,0.646217440021378,0.93,0.787,0,"Goblet","NEDD4L"
"TOX",0,0.63639070247294,0.783,0.555,0,"Goblet","TOX"
"NTN4",0,0.624284672119754,0.431,0.132,0,"Goblet","NTN4"
"SLC12A8",0,0.622227535033905,0.433,0.127,0,"Goblet","SLC12A8"
"DSCAML1",0,0.618411774112657,0.404,0.103,0,"Goblet","DSCAML1"
"SDK1",0,0.614078892732593,0.362,0.116,0,"Goblet","SDK1"
"C3orf52",0,0.609706206675388,0.535,0.214,0,"Goblet","C3orf52"
"KSR2",0,0.605613863845685,0.37,0.075,0,"Goblet","KSR2"
"SCNN1A1",0,0.605194777143311,0.682,0.364,0,"Goblet","SCNN1A"
"ARHGAP31",0,0.602867716471896,0.365,0.04,0,"Goblet","ARHGAP31"
"PLCB4",0,0.60178469608638,0.793,0.542,0,"Goblet","PLCB4"
"MBOAT2",0,0.599852017673107,0.716,0.427,0,"Goblet","MBOAT2"
"SLC24A3",0,0.599186236679951,0.396,0.134,0,"Goblet","SLC24A3"
"GALNT5",0,0.597987993059118,0.539,0.233,0,"Goblet","GALNT5"
"TACC1",0,0.585173063459029,0.662,0.406,0,"Goblet","TACC1"
"TPM1",0,0.583605350742152,0.826,0.646,0,"Goblet","TPM1"
"TFF3",0,0.579461080792463,0.635,0.382,0,"Goblet","TFF3"
"ITPR21",0,0.571205152327643,0.677,0.451,0,"Goblet","ITPR2"
"SH3PXD2A",0,0.568208871651142,0.738,0.512,0,"Goblet","SH3PXD2A"
"CPNE4",0,0.555832746808405,0.273,0.035,0,"Goblet","CPNE4"
"TSC22D1",0,0.555452816406626,0.761,0.584,0,"Goblet","TSC22D1"
"SLC12A21",0,0.539263275580364,0.715,0.493,0,"Goblet","SLC12A2"
"AC069549.1",0,0.53812813635704,0.316,0.026,0,"Goblet","AC069549.1"
"BEST2",0,0.528733494620769,0.299,0.023,0,"Goblet","BEST2"
"DACH11",0,0.523232218198506,0.569,0.329,0,"Goblet","DACH1"
